mp3_path,scaled_subsonic_energy,duration_seconds
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Dossé-Via - New Moon Mantra.mp3",160.74,196.08
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - Life Is Beautiful.mp3",0.43,75.45
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - Let It Go, Pt. 2.mp3",0.44,581.53
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Patrick Haize - I Witness.mp3",344.33,211.89
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Sunniai - Bountiful, Blissful, Beautiful.mp3",106.65,320.00
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - I Am Enough.mp3",0.17,421.50
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus, Alexandra Love - The Palace.mp3",87.84,121.91
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Snatam Kaur - I Am the Light of My Soul.mp3",25.22,326.34
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Jill Scott - Golden.mp3",80.39,231.58
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Dossé-Via - Love Mantra.mp3",15.33,246.10
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - Pachamama.mp3",0.01,138.31
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Equanimous, Ruby Chase, Mfinity - Let Me Be Medicine.mp3",213.36,209.50
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Jamila Woods - Holy.mp3",180.99,192.41
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/FACESOUL - Through The Dark - A COLORS SHOW.mp3",172.29,146.71
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Jai Chand + Grayson - Hold Yourself.mp3",48.34,160.79
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Pablo Nouvelle - Vulnerability.mp3",136.02,225.38
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Ayla Nereo - Let It In - AtYyA Remix.mp3",137.10,362.75
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Gayathri Krishnan - Eternal Beings.mp3",1425.15,66.77
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/India.Arie - I Am Light.mp3",42.39,223.78
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Hailee Steinfeld - Love Myself.mp3",169.74,218.79
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Malka Russell - Reclaim.mp3",5.92,177.68
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Malka Russell - The Great Return To Love.mp3",110.95,183.65
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Ayla Nereo - Show Yourself - The Human Experience Remix.mp3",119.96,300.36
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Blake McGrath - Love Myself.mp3",230.25,224.69
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Ayla Nereo - Beacon.mp3",16.63,109.54
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/ByHaze - Repeat After Me (Intro).mp3",47.74,92.08
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Alexia Chellun - The Power Is Here Now.mp3",8.51,288.31
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/SPXRXT - Things Will Get Better.mp3",669.32,60.01
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Patrick Haize, Momentology - Soul's Recognition.mp3",70.91,328.85
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Dxtr Spits, Blue Dreams, SETI Institute - I Need Space.mp3",118.42,175.79
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Patrick Haize, Momentology, DJ Taz Rashid - True You.mp3",329.06,205.72
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Jhené Aiko - Trigger Protection Mantra.mp3",0.01,414.11
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Ruby Chase, Jonny Joon - Heaven On Earth.mp3",158.62,242.54
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Equanimous - I Am Free.mp3",285.92,145.74
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Equanimous, Mello Will - Magnet.mp3",358.13,167.22
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Dub Sutra - Minute of Monks.mp3",100.10,71.13
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Ayla Nereo - Wasted Hours.mp3",10.87,301.73
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - Darling.mp3",0.02,180.01
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Sophia Spallino - My Healing.mp3",87.26,290.19
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - The Waves We Give.mp3",6.61,250.83
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - Hymn of Healing (Expanded).mp3",122.01,193.22
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Jem - It's Amazing.mp3",92.81,238.01
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Rising Appalachia - Resilient.mp3",96.30,250.44
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Beautiful Chorus - Beautiful Energy.mp3",0.60,161.81
"/Users/nicholasbennett/Music/DJ Collection/heartrescuekit/Mello Will - It's Already Mine.mp3",192.94,151.40
"/Users/nicholasbennett/Music/DJ Collection/joy/Kumea Sound - A Quantum of Joy.mp3",26.89,305.79
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Swooh - Straight to Ya Dome.mp3",177.51,407.50
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Johannes Heil - Exile 007 B2.mp3",207.13,419.35
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/River Moon, Only Fire - HARD 2.0.mp3",358.71,162.21
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/X CLUB. - It Isn't Nice To Fool Mother Nature.mp3",290.64,338.10
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Luca Agnelli - 7 o' clock (Luca Agnelli Remix).mp3",177.20,522.45
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Parano - EX1.3.mp3",407.00,326.81
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Swooh - Say You Will - Bxtr Remix.mp3",350.90,252.08
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Nico Moreno - Purple Widow (Original Mix).mp3",183.28,381.12
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Narciss - Ocelot - Estella Boersma Remix.mp3",223.13,246.81
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Any Mello - survivors.mp3",379.14,351.50
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJ Gigola - Gratitude Practice.mp3",154.38,405.94
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Mindchatter - Young Folks.mp3",228.94,277.75
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Jacidorex - Trave.mp3",211.85,357.52
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Jaëss - Trois nuits.mp3",95.09,329.81
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJ これからの緊急災害 - HOMELESS BUT STILL GOLD1E - Original Mix.mp3",387.42,253.73
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/ATRIP - Rainbow.mp3",350.39,176.11
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Zisko - Free Your Mind.mp3",330.98,306.91
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/AADJA - Falling In A Dream - D.Dan remix.mp3",306.63,273.52
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Schacke - Trained to the Floor.mp3",196.11,414.60
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/salute - move faster….mp3",238.77,273.89
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/In-Tan - Birds In The Basement w SAMO.mp3",321.31,271.57
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJ G2G - MY HUMPS JUST WANNA VROOM VROOM.mp3",356.07,205.53
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Grand V - Hero Dance.mp3",209.90,434.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/LSDREAM, Champagne Drip - ETERNAL NOW.mp3",268.74,238.76
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Nikitch, Mart One - Jowa.mp3",239.17,182.96
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Brecc - Exiled Mind.mp3",339.71,374.69
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Double Screen, Sharpson - See Each Other.mp3",248.60,282.86
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Anfisa Letyago - Orizzonte - Adiel Remix.mp3",248.17,363.34
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Hidden Empire - Cashmere.mp3",254.52,454.22
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Tom Middleton - Sea of Glass (Jon Hopkins Remix) [rXtZo1cNY7c].mp3",5.31,316.27
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Vladimir Dubyshkin - lady of the night.mp3",246.87,292.34
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Vladimir Dubyshkin - ticket to childhood.mp3",303.29,311.07
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Chlär - Naughty Boy - Narciss’ BDSM Remix.mp3",196.68,383.59
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Jeff Mills - The Bells.mp3",661.95,285.41
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/T78 - Megator.mp3",315.01,342.19
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Binary Digit - 4 Sick Minds.mp3",136.42,347.21
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Jai Piccone, 1tbsp - somethingsgonnaworkout.mp3",150.54,244.55
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Fixate, Double 99 - Ripgroove.mp3",180.18,307.02
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/_tillus - wake up.mp3",96.81,197.65
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Eats Everything - Space Raiders - Charlotte de Witte Remix.mp3",247.53,438.72
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/WTCHCRFT - Wait!.mp3",507.63,229.31
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Kehina - you know.mp3",143.29,165.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Edizzy - finding love.mp3",376.48,160.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/L Ʌ V Σ N - I Thought You Were Real.mp3",147.88,391.06
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Potions - Never Said.mp3",252.89,171.20
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Skrillex, Aluna, Kito - Inhale Exhale.mp3",420.37,205.24
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/BEC - can't say we didn't try.mp3",201.66,316.29
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Dan Snazelle - headcase bombay.mp3",191.12,340.50
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/UNNAMED (UNMD) - Emmène Moi Raver Didier (Jan Vercauteren Remix).mp3",122.41,374.02
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/VCL - Acid Drop.mp3",183.37,297.74
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/I Hate Models - Intergalactic Emotional Breakdown.mp3",126.39,610.76
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Donato Dozzy, Anna Caragnano - Parola - Rework.mp3",115.12,429.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/peachlyfe - Creeper.mp3",389.98,297.39
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/eyelove, parkbreezy - Windows.mp3",149.57,316.02
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Clouds - Vyperskin.mp3",399.75,329.50
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/I Hate Models - Heartbreaker.mp3",116.23,695.66
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DjRUM - Hard to Say.mp3",136.77,401.32
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/[KRTM] - Purple Fucking Head - Original Mix.mp3",261.07,342.03
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/FJAAK - Gewerbe 15.mp3",411.36,278.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Altinbas - Reshape.mp3",527.45,279.15
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Charlotte de Witte - Selected.mp3",169.77,482.83
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/1tbsp - The City Never Felt So Good.mp3",505.55,176.74
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/1tbsp, cherry chola - Limosina.mp3",665.88,123.90
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Robert Natus, Arkus P. - Hermoso - Tribal Version.mp3",306.03,340.29
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/The Ganja Kru - Super Sharp Shooter (feat. DJ Zinc).mp3",57.16,386.73
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJibouti - do2u.mp3",276.96,248.89
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Nikitch, Mart One - Oussala.mp3",350.04,156.93
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Of The Trees, Sophie Marks - Windhorse.mp3",389.11,234.25
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Chris Liebing - And All Went Dark (feat. Polly Scattergood & Ralf Hildenbeutel).mp3",146.93,382.94
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Binary Digit - Late Night Seq.mp3",113.93,327.88
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/James Ruskin - Work - Steve Rachmad Remix.mp3",150.42,412.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Binary Digit - B4 (Summer Tape III).mp3",72.93,249.53
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Mac Declos - Sacred geometry.mp3",356.26,281.20
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Anna Moreau, Anetha - 05h33 (Adagio, Piano Sonata No. 14, 'Moonlight') - Beethoven Remixed.mp3",184.04,379.77
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Charlotte de Witte - Kuda.mp3",285.57,401.54
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJ Europarking, Dollkraut - 20inch Chrome.mp3",352.25,308.60
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Kronol - Climax.mp3",213.73,224.34
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Maeksll - Schneeregen.mp3",204.43,188.34
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Felix de Leon - No 925.mp3",91.72,159.25
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Perc, Gazelle Twin - Look What Your Love Has Done To Me.mp3",218.50,442.24
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Insolate - Chichende.mp3",172.42,320.54
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Areo, Dino Pathekas - Face Me.mp3",387.87,161.72
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Vril - In Via.mp3",111.98,382.44
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJ HEARTSTRING, southstar - Don't Stop.mp3",304.25,196.92
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/KH - Looking at Your Pager.mp3",164.00,174.44
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJ Gigola - Stream State.mp3",268.07,364.46
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Clouds - Parkzicht.mp3",272.52,375.88
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Pegassi - Yoyoyo.mp3",301.90,275.24
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/salute, Disclosure - lift off!.mp3",326.22,214.40
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Jacky Ickx, CARGO - Move Ya.mp3",300.01,253.93
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/D.A.V.E. The Drummer - Hydraulix 09 A.mp3",131.65,510.75
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/VCL - 150 IS the BPM.mp3",190.79,386.21
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Sammy Virji - Do Me A Favour.mp3",179.51,236.57
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/cassö, RAYE - Prada (feat. D-Block Europe) - Valexus Remix.mp3",200.69,135.13
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/_r00t_ - Myriad.mp3",312.07,328.61
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJ Tool - So Different.mp3",324.99,330.05
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Regal - Still Raving.mp3",198.54,357.39
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/THIRD WIFE - 1989.mp3",128.29,458.23
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Sideluv - By Your Side.mp3",168.55,192.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Clouds - Chained to a Dead Camel - Original Mix.mp3",302.22,325.52
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Jadu Jadu, Shaolin Cowboy - i'll be your xtc.mp3",205.95,261.59
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Benjamin Damage - Whaa.mp3",311.63,363.32
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/CloZee - Microworlds.mp3",184.45,270.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/KH - Looking at Your Pager - CLIPZ Remix.mp3",88.71,226.63
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Danny Wabbit - Lost Soul.mp3",306.77,328.58
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/jadzia - forward - eid55558.55 remix.mp3",208.46,298.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/dj kornieshka - fire of love.mp3",202.32,304.76
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Gaston Fiore - Untitled 78.mp3",317.84,315.22
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Field Recordings - 77 ways.mp3",188.20,286.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/JKS - Express Yourself.mp3",227.84,428.97
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Joy Orbison - flight fm.mp3",290.42,247.84
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Hope Tala - Lovestained.mp3",208.00,175.28
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Nico Moreno - She Is Corrupted.mp3",204.39,349.13
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Unfinished Portraits - lan.mp3",179.06,334.60
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/David Löhlein - Istrian Nights.mp3",344.05,285.85
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Ryuji Takeuchi - Una Vida Mejor.mp3",89.28,362.88
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJ SoulChild AC - PINE GROVE SHUFFLE.mp3",736.62,147.32
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/THIRD WIFE - Under Water.mp3",352.36,308.72
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Rrose - Waterfall - Lucy Remix.mp3",176.62,495.53
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Sideluv - No Tears (Good Luck Remix).mp3",265.35,222.86
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Nico Moreno - Your Bad Company.mp3",177.09,319.16
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Player Dave - An Ode to March.mp3",271.36,159.06
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/cherry chola - princess puta.mp3",345.83,185.57
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/sunflwr - sentiment.mp3",489.38,131.97
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Skandar Sediqi - enter the cruise.mp3",470.60,386.50
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Bathe - Spanish Moss.mp3",271.88,94.95
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Kito, Chrome Sparks, IS U IS U - Angel Girl.mp3",380.76,217.40
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Lars Huismann - Loucura.mp3",258.41,305.57
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/ROBPM - Double Slap.mp3",227.77,329.10
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/SRVD - Black On Black.mp3",221.93,472.62
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Amelie Lens - Breathe.mp3",385.95,223.25
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/jigitz - touch.mp3",513.84,114.30
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Vel - You Taste Like Zaatar.mp3",517.49,242.02
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/I Hate Models, Zanias - Walpurgis Night.mp3",108.98,534.50
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJ SoulChild AC - BBL DRIZZY (Jersey Club).mp3",435.29,163.20
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Dast (Italy) - Glorious.mp3",194.69,421.15
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/JD. REID - happy face.mp3",336.40,245.07
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/ANNA, Miss Kittin - Forever Ravers.mp3",314.66,360.81
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/The Caracal Project - Modern Intimate, Pt. II.mp3",310.26,204.18
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Alpha Tracks - Arise.mp3",165.91,446.20
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Adam After Hours - Spend the Night.mp3",251.63,273.76
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/DJUS - Dudu.mp3",197.54,314.37
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Emilia, LUDMILLA, ZECCA - No_Se_Ve.mp3.mp3",188.62,203.64
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Ray Keith - Chopper.mp3",117.62,298.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Fred again.., Anderson .Paak, CHIKA - places to be - MESSIE remix.mp3",315.19,219.32
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Vanya Velin - fairy hunting.mp3",273.26,366.50
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Elise Massoni - Tourmaline.mp3",238.92,305.35
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Stan Christ - Trepidation.mp3",181.62,262.40
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Jamie xx - It's So Good.mp3",191.04,278.53
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/P.E.A.R.L. - Poor Lord.mp3",252.34,331.51
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Tjade - Voyager - Marlon Hoffstadt aka DJ Daddy Trance Remix.mp3",159.83,316.00
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/NASAYA - CIEL.mp3",195.56,250.55
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Kronol, Funk Fox - in the next town over.mp3",335.84,238.02
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/LDS - Punk Coding.mp3",258.07,297.45
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/geneva - Better Days.mp3",191.08,227.39
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/sumthin sumthin - Take Me Home.mp3",485.28,200.57
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Nathan Alexander - Move.mp3",161.56,448.40
"/Users/nicholasbennett/Music/DJ Collection/spotifydl/Supertask - Terms.mp3",500.60,137.50
"/Users/nicholasbennett/Music/DJ Collection/katrecommendations/Phantogram - Black Out Days - Subtronics Remix.mp3",218.98,208.46
"/Users/nicholasbennett/Music/DJ Collection/katrecommendations/Subtronics, Rezz - Black Ice.mp3",259.40,260.00
"/Users/nicholasbennett/Music/DJ Collection/katrecommendations/Ray Volpe - SONG REQUEST.mp3",375.86,204.92
"/Users/nicholasbennett/Music/DJ Collection/katrecommendations/Ray Volpe - Laserbeam.mp3",512.13,221.62
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Mall Grab, CRTB - Juice.mp3",260.83,318.86
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Mathis Ruffing, Tamila - Sternzeichen Domina.mp3",259.70,262.74
"/Users/nicholasbennett/Music/DJ Collection/711bangers/River Moon, Only Fire - HARD 2.0.mp3",358.71,162.21
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Kø-lab - Fucked Up - Original Mix.mp3",341.06,333.29
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Nico Moreno - Purple Widow (Original Mix).mp3",183.28,381.12
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Narciss - Ocelot - Estella Boersma Remix.mp3",223.13,246.81
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DJ HEARTSTRING - BAE.mp3",279.54,232.75
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DJ Gigola - Gratitude Practice.mp3",154.38,405.94
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Chlär - Power to the Soul.mp3",230.19,396.00
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Jaëss - Trois nuits.mp3",95.09,329.81
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DJ これからの緊急災害 - HOMELESS BUT STILL GOLD1E - Original Mix.mp3",387.42,253.73
"/Users/nicholasbennett/Music/DJ Collection/711bangers/D.Dan - Sudan Sedan.mp3",220.94,328.51
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Sara Landry - Legacy.mp3",249.94,409.00
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Zisko - Free Your Mind.mp3",330.98,306.91
"/Users/nicholasbennett/Music/DJ Collection/711bangers/AADJA - Falling In A Dream - D.Dan remix.mp3",306.63,273.52
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Ma Čka - Outer Core Journey.mp3",480.00,345.32
"/Users/nicholasbennett/Music/DJ Collection/711bangers/mischluft - Outside Those Doors - Original Mix.mp3",255.38,268.63
"/Users/nicholasbennett/Music/DJ Collection/711bangers/DJ G2G - MY HUMPS JUST WANNA VROOM VROOM.mp3",356.07,205.53
"/Users/nicholasbennett/Music/DJ Collection/711bangers/GES - occult XX.mp3",265.81,351.78
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Nico Moreno, Laren - You Make Me Horny.mp3",404.61,294.32
"/Users/nicholasbennett/Music/DJ Collection/711bangers/KVLR, Yazmine - Noble.mp3",364.21,305.48
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Anfisa Letyago - Orizzonte - Adiel Remix.mp3",248.17,363.34
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Cave - Speleon - 2023 Remaster.mp3",471.45,348.08
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Hidden Empire - Cashmere.mp3",254.52,454.22
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Vladimir Dubyshkin - ticket to childhood.mp3",303.29,311.07
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Chlär - Naughty Boy - Narciss’ BDSM Remix.mp3",196.68,383.59
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Indecorum - If I Die.mp3",529.43,193.00
"/Users/nicholasbennett/Music/DJ Collection/711bangers/Binary Digit - 4 Sick Minds.mp3",136.42,347.21
