mp3_path,scaled_subsonic_energy,duration_seconds
"/Users/nicholasbennett/Music/DJ Collection/Mattilo - SET ME FREE.mp3",196.02,178.33
"/Users/nicholasbennett/Music/DJ Collection/Beautiful Chorus - Be Here Now.mp3",0.06,144.73
"/Users/nicholasbennett/Music/DJ Collection/BUNT. - Renaissance.mp3",661.05,151.69
"/Users/nicholasbennett/Music/DJ Collection/KAM-BU - LIVE-O.mp3",378.11,192.11
"/Users/nicholasbennett/Music/DJ Collection/Vhoor - ENJOY.mp3",454.15,120.03
"/Users/nicholasbennett/Music/DJ Collection/Big Daddy Deja - I Like It (Remix).mp3",107.15,131.66
"/Users/nicholasbennett/Music/DJ Collection/DJ Tray - Nobody-'s Perfect.mp3",479.03,98.22
"/Users/nicholasbennett/Music/DJ Collection/Dxrk ダーク - RAVE.mp3",818.40,169.25
"/Users/nicholasbennett/Music/DJ Collection/The Chronics - Ripping Tension.mp3",304.62,387.08
"/Users/nicholasbennett/Music/DJ Collection/Enchanting - Want Sum.mp3",1090.33,127.95
"/Users/nicholasbennett/Music/DJ Collection/Mello Will - Master Manifestor.mp3",285.91,202.90
"/Users/nicholasbennett/Music/DJ Collection/Headie One - Know Me.mp3",467.37,172.87
"/Users/nicholasbennett/Music/DJ Collection/Alarico - Chromo.mp3",660.99,346.67
"/Users/nicholasbennett/Music/DJ Collection/Mochakk - Da Fonk (feat. Joni).mp3",237.94,366.14
"/Users/nicholasbennett/Music/DJ Collection/Quelza - La Rive.mp3",173.52,418.12
"/Users/nicholasbennett/Music/DJ Collection/Manni Dee - Pillow Princess.mp3",248.11,226.81
"/Users/nicholasbennett/Music/DJ Collection/Rival Consoles - Recovery.mp3",159.06,290.22
"/Users/nicholasbennett/Music/DJ Collection/Ace of Base - The Sign.mp3",181.17,191.24
"/Users/nicholasbennett/Music/DJ Collection/SONIKKU - Debaucherous feat. Partiboi69.mp3",339.06,150.66
"/Users/nicholasbennett/Music/DJ Collection/The Chronics - Three Slices Pizza.mp3",246.95,399.58
"/Users/nicholasbennett/Music/DJ Collection/Sango - Warya.mp3",478.67,138.00
"/Users/nicholasbennett/Music/DJ Collection/Troye Sivan - Rush.mp3",680.48,156.39
"/Users/nicholasbennett/Music/DJ Collection/The Advent - Eighth.mp3",323.86,310.59
"/Users/nicholasbennett/Music/DJ Collection/x club. - Habitual Drum Loop no.08.mp3",151.17,412.87
"/Users/nicholasbennett/Music/DJ Collection/JeV - AINT EASIER.mp3",406.90,121.85
"/Users/nicholasbennett/Music/DJ Collection/Whats a girl to do - Schranz edit.mp3",459.13,171.89
"/Users/nicholasbennett/Music/DJ Collection/Yan Cook - Sweat.mp3",267.58,346.29
"/Users/nicholasbennett/Music/DJ Collection/Dossé-Via - New Moon Mantra.mp3",178.40,196.05
"/Users/nicholasbennett/Music/DJ Collection/Beautiful Chorus - Life Is Beautiful.mp3",0.47,75.45
"/Users/nicholasbennett/Music/DJ Collection/Merca Bae - Portal.mp3",135.24,294.00
"/Users/nicholasbennett/Music/DJ Collection/Disclosure - Simply Won-'t Do.mp3",292.82,206.45
"/Users/nicholasbennett/Music/DJ Collection/Hudson Mohawke - Set The Roof.mp3",207.65,268.78
"/Users/nicholasbennett/Music/DJ Collection/salute - Peach.mp3",206.34,345.31
"/Users/nicholasbennett/Music/DJ Collection/DJ YARAK - Snap It (feat. DM-90).mp3",518.73,206.62
"/Users/nicholasbennett/Music/DJ Collection/SIKØ - MOOVE.mp3",643.98,147.20
"/Users/nicholasbennett/Music/DJ Collection/Alignment - Orderly Chaos.mp3",253.76,377.31
"/Users/nicholasbennett/Music/DJ Collection/Borai & Denham Audio - Make Me REMIX.mp3",401.03,233.50
"/Users/nicholasbennett/Music/DJ Collection/Hadone - Euphoria.mp3",274.15,377.38
"/Users/nicholasbennett/Music/DJ Collection/Spellspellspell - I Wanna.mp3",616.12,101.57
"/Users/nicholasbennett/Music/DJ Collection/Jumo - Minuit.mp3",384.87,203.78
"/Users/nicholasbennett/Music/DJ Collection/Sammy Virji - 5 Star (feat. Fayyaz Virji).mp3",421.57,188.00
"/Users/nicholasbennett/Music/DJ Collection/Lil Mz. 313 - Cum On Boy.mp3",98.56,204.76
"/Users/nicholasbennett/Music/DJ Collection/Sango - Noite Após Noite (Feat. VHOOR).mp3",413.66,204.71
"/Users/nicholasbennett/Music/DJ Collection/Sammy Virji - Find My Way Home.mp3",169.94,258.87
"/Users/nicholasbennett/Music/DJ Collection/2 Man Embassy - Maraschino.mp3",273.24,188.78
"/Users/nicholasbennett/Music/DJ Collection/Darksider (ARG) - Love State.mp3",319.52,376.07
"/Users/nicholasbennett/Music/DJ Collection/SLANDER & Bret James - Slow Motion.mp3",292.46,206.00
"/Users/nicholasbennett/Music/DJ Collection/Atrip - Patchouli.mp3",150.49,287.72
"/Users/nicholasbennett/Music/DJ Collection/DJ これからの緊急災害 - W33d & Booties.mp3",81.60,218.48
"/Users/nicholasbennett/Music/DJ Collection/MCR-T - Is You Rollin-'.mp3",325.55,398.73
"/Users/nicholasbennett/Music/DJ Collection/Moglii - Volcano.mp3",253.88,169.00
"/Users/nicholasbennett/Music/DJ Collection/mischluft - Outside Those Doors.mp3",282.93,268.63
"/Users/nicholasbennett/Music/DJ Collection/DJ Fuckoff - FREAK YOU.mp3",269.08,279.00
"/Users/nicholasbennett/Music/DJ Collection/A. G. Cook - Xcxoplex (with Charli XCX).mp3",253.36,141.87
"/Users/nicholasbennett/Music/DJ Collection/Jensen Interceptor - Drop Your Pants.mp3",379.91,256.62
"/Users/nicholasbennett/Music/DJ Collection/Bob Moses - Tearing Me Up.mp3",176.54,470.09
"/Users/nicholasbennett/Music/DJ Collection/Beautiful Chorus - Let It Go, Pt. 2.mp3",0.49,581.51
"/Users/nicholasbennett/Music/DJ Collection/LB aka LABAT - Drake Texted Me.mp3",324.42,207.00
"/Users/nicholasbennett/Music/DJ Collection/Jadu Jadu - Virgo.mp3",523.32,61.02
"/Users/nicholasbennett/Music/DJ Collection/wes mills - goldeneye 007.mp3",333.42,125.14
"/Users/nicholasbennett/Music/DJ Collection/Overmono - Gunk.mp3",179.37,314.18
"/Users/nicholasbennett/Music/DJ Collection/James Tillman - Keep Rising.mp3",18.74,264.58
"/Users/nicholasbennett/Music/DJ Collection/LP Giobbi - Waiting.mp3",497.04,173.60
"/Users/nicholasbennett/Music/DJ Collection/Mark Blair - GINSENG STRIP 2023.mp3",167.08,283.20
"/Users/nicholasbennett/Music/DJ Collection/The Halluci Nation - Intertribal N.1.mp3",622.79,210.61
"/Users/nicholasbennett/Music/DJ Collection/Duskus - Cut.mp3",449.53,118.77
"/Users/nicholasbennett/Music/DJ Collection/Swimming Paul - 2special.mp3",271.95,167.25
"/Users/nicholasbennett/Music/DJ Collection/BUNT. - Moment.mp3",400.85,185.04
"/Users/nicholasbennett/Music/DJ Collection/MCR-T - My Barn My Rules.mp3",116.85,266.34
"/Users/nicholasbennett/Music/DJ Collection/Patrick Haize - I Witness.mp3",381.62,211.88
"/Users/nicholasbennett/Music/DJ Collection/Headie One - Smoke (feat. Jamie xx).mp3",364.11,228.79
"/Users/nicholasbennett/Music/DJ Collection/Barry Can’t Swim - Fiorucci Made Me Hardcore.mp3",182.76,231.24
"/Users/nicholasbennett/Music/DJ Collection/1OO1O - Friends (Noche Roja).mp3",157.52,400.00
"/Users/nicholasbennett/Music/DJ Collection/Swooh - Sweet Wiggle.mp3",181.78,410.00
"/Users/nicholasbennett/Music/DJ Collection/The Blessed Madonna - Serotonin Moonbeams.mp3",213.78,289.47
"/Users/nicholasbennett/Music/DJ Collection/DM 90 - Love Face.mp3",483.11,132.43
"/Users/nicholasbennett/Music/DJ Collection/Santiago Krenz - Suspenso.mp3",268.78,423.31
"/Users/nicholasbennett/Music/DJ Collection/Peachkka - Be Aggressive (feat. Maijah).mp3",139.97,188.89
"/Users/nicholasbennett/Music/DJ Collection/melan - Soul Stream.mp3",252.56,190.22
"/Users/nicholasbennett/Music/DJ Collection/Mashonda - No More Affirmation.mp3",659.63,74.35
"/Users/nicholasbennett/Music/DJ Collection/Mello Will - Money Coming In.mp3",149.98,157.88
"/Users/nicholasbennett/Music/DJ Collection/LADIESMAN - Divine.mp3",133.31,454.40
"/Users/nicholasbennett/Music/DJ Collection/TEK-95 - Bust It Open.mp3",174.70,248.76
"/Users/nicholasbennett/Music/DJ Collection/Depeche Mode - Heaven.mp3",129.89,432.02
"/Users/nicholasbennett/Music/DJ Collection/Disclosure - White Noise.mp3",245.29,277.69
"/Users/nicholasbennett/Music/DJ Collection/Guy Gerber - What To Do.mp3",45.37,453.67
"/Users/nicholasbennett/Music/DJ Collection/KUDRIAVYI - Livy.mp3",811.60,119.57
"/Users/nicholasbennett/Music/DJ Collection/Sango - Espírito Santo (Feat. Hagan).mp3",179.99,172.26
"/Users/nicholasbennett/Music/DJ Collection/Snatam Kaur - I Am The Light Of My Soul.mp3",28.02,326.33
"/Users/nicholasbennett/Music/DJ Collection/it-'s murph - High and I Like it.mp3",225.20,223.38
"/Users/nicholasbennett/Music/DJ Collection/Patrick Haize - Soul-'s Recognition.mp3",78.71,328.85
"/Users/nicholasbennett/Music/DJ Collection/salute - Joy.mp3",186.28,281.38
"/Users/nicholasbennett/Music/DJ Collection/Dossé-Via - Passion Play.mp3",197.31,196.10
"/Users/nicholasbennett/Music/DJ Collection/Jill Scott - Golden.mp3",89.19,231.56
"/Users/nicholasbennett/Music/DJ Collection/Kaylub - Glitz.mp3",696.52,254.96
"/Users/nicholasbennett/Music/DJ Collection/FKJ - Canggu.mp3",177.77,245.82
"/Users/nicholasbennett/Music/DJ Collection/Jamie Jones - Fine Fine Baby.mp3",552.42,158.72
"/Users/nicholasbennett/Music/DJ Collection/Bae Blade - Busy Overthinking REMIX.mp3",115.69,206.69
"/Users/nicholasbennett/Music/DJ Collection/Funk Assault - That-'s the Funk Assault.mp3",376.97,241.25
"/Users/nicholasbennett/Music/DJ Collection/Paul Anka - Put Your Head On My Shoulder.mp3",5.14,156.07
"/Users/nicholasbennett/Music/DJ Collection/Oppidan - Mr. Sandman.mp3",434.46,145.45
"/Users/nicholasbennett/Music/DJ Collection/MIZORMAC DUB MASTER 1.mp3",282.32,194.69
"/Users/nicholasbennett/Music/DJ Collection/Peachkka - Villain Era.mp3",330.63,150.08
"/Users/nicholasbennett/Music/DJ Collection/Dossé-Via - Love Mantra.mp3",17.03,246.05
"/Users/nicholasbennett/Music/DJ Collection/MCR-T - Hop Hop Hop.mp3",83.99,236.73
"/Users/nicholasbennett/Music/DJ Collection/Seigg - Replicant Loop.mp3",369.70,307.77
"/Users/nicholasbennett/Music/DJ Collection/Beautiful Chorus - Pachamama.mp3",0.01,138.30
"/Users/nicholasbennett/Music/DJ Collection/Salif Keita - Madan.mp3",400.80,191.69
"/Users/nicholasbennett/Music/DJ Collection/Nia Archives - Off Wiv Ya Headz.mp3",203.32,206.69
"/Users/nicholasbennett/Music/DJ Collection/Beautiful Chorus - Breathe It in (Expanded).mp3",261.36,166.51
"/Users/nicholasbennett/Music/DJ Collection/Borai & Denham Audio - Make Me.mp3",256.29,195.69
"/Users/nicholasbennett/Music/DJ Collection/Flume - This Song Is Not About A Girl.mp3",164.73,254.04
"/Users/nicholasbennett/Music/DJ Collection/Big Daddy Deja - Crunchy bacon.mp3",249.87,130.06
"/Users/nicholasbennett/Music/DJ Collection/LuizFribs - You-'re Toxic.mp3",232.97,366.49
"/Users/nicholasbennett/Music/DJ Collection/Mousse T. - Horny - Extended Mix.mp3",115.89,374.28
"/Users/nicholasbennett/Music/DJ Collection/Mha Iri - Filthy.mp3",640.28,240.00
"/Users/nicholasbennett/Music/DJ Collection/Mija - BEQUIET (ext).mp3",1059.26,119.25
"/Users/nicholasbennett/Music/DJ Collection/Nickobella - Bre Petrunko.mp3",427.26,128.44
"/Users/nicholasbennett/Music/DJ Collection/Jamila Woods - Holy.mp3",201.00,192.42
"/Users/nicholasbennett/Music/DJ Collection/Peachkka - TEDTalk.mp3",688.31,189.33
"/Users/nicholasbennett/Music/DJ Collection/GEN.KLOUD - VIRUS.mp3",262.95,184.76
"/Users/nicholasbennett/Music/DJ Collection/Bad Colours - Boss.mp3",487.65,114.29
"/Users/nicholasbennett/Music/DJ Collection/Facesoul - Through The Dark - A COLORS SHOW.mp3",191.22,146.69
"/Users/nicholasbennett/Music/DJ Collection/Hamdi - Counting.mp3",375.13,214.93
"/Users/nicholasbennett/Music/DJ Collection/LAUWEND - BAILE TECHNO FUNK (BUT I-'TS TRANCE).mp3",589.58,258.15
"/Users/nicholasbennett/Music/DJ Collection/Beyoncé - MY POWER.mp3",268.62,259.74
"/Users/nicholasbennett/Music/DJ Collection/Sango - Red Benz.mp3",158.61,224.39
"/Users/nicholasbennett/Music/DJ Collection/Jai Chand + Grayson - Hold Yourself.mp3",53.64,160.78
"/Users/nicholasbennett/Music/DJ Collection/FazoBeats - And I-'m Goin.mp3",1110.42,71.13
"/Users/nicholasbennett/Music/DJ Collection/Nog4yra - Peixe Vivo.mp3",408.33,221.83
"/Users/nicholasbennett/Music/DJ Collection/Prince - I Would Die 4 U.mp3",32.78,178.99
"/Users/nicholasbennett/Music/DJ Collection/Pablo Nouvelle - Vulnerability.mp3",150.94,225.37
"/Users/nicholasbennett/Music/DJ Collection/Mala Esoteric - Regal.mp3",964.82,125.49
"/Users/nicholasbennett/Music/DJ Collection/Mello Will - Take Your Frequency Up.mp3",177.03,157.34
"/Users/nicholasbennett/Music/DJ Collection/Surgeon - Subcultures.mp3",213.64,358.83
"/Users/nicholasbennett/Music/DJ Collection/Flore - Coded Language.mp3",508.38,147.14
"/Users/nicholasbennett/Music/DJ Collection/dublon - Turtle Jazz.mp3",161.88,193.61
"/Users/nicholasbennett/Music/DJ Collection/Lil Uzi Vert - XO Tour Llif3.mp3",437.53,182.71
"/Users/nicholasbennett/Music/DJ Collection/Bae Blade - Busy Overthinking.mp3",166.48,352.82
"/Users/nicholasbennett/Music/DJ Collection/KAYTRANADA - DRIVE ME CRAZY.mp3",432.04,277.79
"/Users/nicholasbennett/Music/DJ Collection/VaporGod - Diamondz n Roses.mp3",413.30,264.26
"/Users/nicholasbennett/Music/DJ Collection/Glass Animals - Holiest.mp3",153.85,201.67
"/Users/nicholasbennett/Music/DJ Collection/Earlly Mac - MearlGo 10.mp3",245.92,142.29
"/Users/nicholasbennett/Music/DJ Collection/Iamnobodi - Luther-'s Joint.mp3",283.43,207.32
"/Users/nicholasbennett/Music/DJ Collection/Hanz - Tall.mp3",168.89,120.94
"/Users/nicholasbennett/Music/DJ Collection/XO1 - I DO NOT FOLLOW.mp3",1895.52,135.79
"/Users/nicholasbennett/Music/DJ Collection/SPXRXT - Wraith.mp3",502.46,133.00
"/Users/nicholasbennett/Music/DJ Collection/Gayathri Krishnan - Eternal Beings.mp3",1582.25,66.75
"/Users/nicholasbennett/Music/DJ Collection/swimswim - comfort me already.mp3",95.85,64.58
"/Users/nicholasbennett/Music/DJ Collection/elkka - I Just Want To Love You.mp3",141.87,230.64
"/Users/nicholasbennett/Music/DJ Collection/LilC4 - Energy.mp3",996.98,71.31
"/Users/nicholasbennett/Music/DJ Collection/Paulskye - Dance.mp3",335.02,217.94
"/Users/nicholasbennett/Music/DJ Collection/swimswim - Pier 34.mp3",58.33,81.97
"/Users/nicholasbennett/Music/DJ Collection/Sideluv - The Collection (Good Luck Remix).mp3",249.71,247.22
"/Users/nicholasbennett/Music/DJ Collection/Jennifer Walton - Flash On.mp3",277.69,268.00
"/Users/nicholasbennett/Music/DJ Collection/Jay Faded - Pandora’s Box.mp3",338.05,137.81
"/Users/nicholasbennett/Music/DJ Collection/Andyg - Rhythm of the Universe.mp3",341.64,157.39
"/Users/nicholasbennett/Music/DJ Collection/Ingrave - Solo Un Sueno.mp3",295.95,388.96
"/Users/nicholasbennett/Music/DJ Collection/Bad Boombox - Boots.mp3",361.67,260.92
"/Users/nicholasbennett/Music/DJ Collection/Funk Assault - I Am a Dj Too.mp3",495.73,294.83
"/Users/nicholasbennett/Music/DJ Collection/Sissy Nobby - Gitty Up.mp3",395.32,175.32
"/Users/nicholasbennett/Music/DJ Collection/Lil Uzi Vert - Just Wanna Rock.mp3",1023.85,123.89
"/Users/nicholasbennett/Music/DJ Collection/Sammy Virji - Somebody Else - Mixed.mp3",551.86,96.94
"/Users/nicholasbennett/Music/DJ Collection/liluhai - Songs For Love.mp3",467.36,69.13
"/Users/nicholasbennett/Music/DJ Collection/Alyss - Pyramid.mp3",525.43,182.95
"/Users/nicholasbennett/Music/DJ Collection/JeV - 4U.mp3",236.83,108.00
"/Users/nicholasbennett/Music/DJ Collection/DJ Assault - Nympho.mp3",104.36,241.19
"/Users/nicholasbennett/Music/DJ Collection/dj poolboi - malo okoma.mp3",100.87,356.95
"/Users/nicholasbennett/Music/DJ Collection/Kenji Hina - VC Shit.mp3",409.27,323.32
"/Users/nicholasbennett/Music/DJ Collection/piri & tommy - on & on.mp3",444.71,131.96
"/Users/nicholasbennett/Music/DJ Collection/warner case - show you how i feel.mp3",326.49,217.92
"/Users/nicholasbennett/Music/DJ Collection/Fred again.. - leavemealone.mp3",550.33,222.78
"/Users/nicholasbennett/Music/DJ Collection/ASMR PINK - Life Is a Beautiful Moment.mp3",272.37,142.29
"/Users/nicholasbennett/Music/DJ Collection/DJ Planet Express - Dirty Work.mp3",336.63,124.65
"/Users/nicholasbennett/Music/DJ Collection/Eartheater - Supersoaker.mp3",425.93,184.51
"/Users/nicholasbennett/Music/DJ Collection/Kehlani - CRZY (Hizzleguy Bootleg) [300596094].mp3",393.11,292.48
"/Users/nicholasbennett/Music/DJ Collection/Ftlframe - Shine or Die.mp3",36.46,96.00
"/Users/nicholasbennett/Music/DJ Collection/Trashiii - WAVESTATION 1 (Outro).mp3",312.39,84.02
"/Users/nicholasbennett/Music/DJ Collection/Sex Samples - Genebra.mp3",321.20,198.40
"/Users/nicholasbennett/Music/DJ Collection/Vhoor - Primavera.mp3",590.54,131.91
"/Users/nicholasbennett/Music/DJ Collection/Mello Will - HYPE ME.mp3",243.56,237.92
"/Users/nicholasbennett/Music/DJ Collection/Flying Lotus - Enchanted.mp3",652.14,86.52
"/Users/nicholasbennett/Music/DJ Collection/Kyle - iSpy (feat. Lil Yachty).mp3",64.26,253.11
"/Users/nicholasbennett/Music/DJ Collection/Young Thug - Oh U Went (feat. Drake).mp3",348.31,185.33
"/Users/nicholasbennett/Music/DJ Collection/Luther Vandross - Never Too Much.mp3",21.45,230.47
"/Users/nicholasbennett/Music/DJ Collection/Sammy Virji - Foundation.mp3",297.21,236.00
"/Users/nicholasbennett/Music/DJ Collection/LIZZY JEFF - Beautiful Breasts.mp3",205.73,157.08
"/Users/nicholasbennett/Music/DJ Collection/Jersey - Keep Things Random.mp3",471.72,174.72
"/Users/nicholasbennett/Music/DJ Collection/hxly xo - To Our Eyes, the Sky Was Open.mp3",207.73,104.65
"/Users/nicholasbennett/Music/DJ Collection/Mall Grab - Nonstop Feeling.mp3",195.03,372.35
"/Users/nicholasbennett/Music/DJ Collection/Decap - Spazzn (feat. Gyrefunk).mp3",477.57,144.20
"/Users/nicholasbennett/Music/DJ Collection/Ayla Nereo - Beacon.mp3",18.51,109.52
"/Users/nicholasbennett/Music/DJ Collection/canti - human music.mp3",393.43,148.82
"/Users/nicholasbennett/Music/DJ Collection/ByHaze - FEEL GOOD.mp3",636.14,131.51
"/Users/nicholasbennett/Music/DJ Collection/Sammy Virji - Somebody Else - Extended Mix.mp3",260.80,345.03
"/Users/nicholasbennett/Music/DJ Collection/ByHaze - Repeat After Me (Intro).mp3",53.01,92.08
"/Users/nicholasbennett/Music/DJ Collection/Jigitz - you-'ll come back.mp3",696.10,124.69
"/Users/nicholasbennett/Music/DJ Collection/Essel - The Edge.mp3",447.65,153.28
"/Users/nicholasbennett/Music/DJ Collection/Champagne Drip - Kaleidoscope (Feat. Crystalline).mp3",522.38,211.88
"/Users/nicholasbennett/Music/DJ Collection/LilC4 - Turn Me Tf Up.mp3",876.01,129.10
"/Users/nicholasbennett/Music/DJ Collection/Tre Oh Fie - Give It 2 Em.mp3",679.28,118.45
"/Users/nicholasbennett/Music/DJ Collection/Martin Ikin - Make U Sweat.mp3",499.93,148.73
"/Users/nicholasbennett/Music/DJ Collection/Sudan Archives - Selfish Soul.mp3",363.66,206.21
"/Users/nicholasbennett/Music/DJ Collection/Galimatias - South.mp3",136.64,215.53
"/Users/nicholasbennett/Music/DJ Collection/Space 92 - Time.mp3",259.56,336.93
"/Users/nicholasbennett/Music/DJ Collection/Gunna - fukumean.mp3",850.77,125.04
"/Users/nicholasbennett/Music/DJ Collection/Equanimous - Magnet.mp3",397.30,167.21
"/Users/nicholasbennett/Music/DJ Collection/Darius - FADED.mp3",254.63,216.33
"/Users/nicholasbennett/Music/DJ Collection/SPXRXT - Things Will Get Better.mp3",743.62,60.00
"/Users/nicholasbennett/Music/DJ Collection/020whitton - thinkin bout u (feat. Tia Gordon).mp3",340.57,163.38
"/Users/nicholasbennett/Music/DJ Collection/Facesoul - Medicine.mp3",582.10,128.91
"/Users/nicholasbennett/Music/DJ Collection/Lil Mz. 313 - Fuckin'.mp3",192.64,252.39
"/Users/nicholasbennett/Music/DJ Collection/Quavo - Greatness.mp3",360.33,185.00
"/Users/nicholasbennett/Music/DJ Collection/Gary Malkin - The End Of Suffering.mp3",5.43,433.83
"/Users/nicholasbennett/Music/DJ Collection/Arya - Voices.mp3",578.04,188.80
"/Users/nicholasbennett/Music/DJ Collection/Hilight Tribe - Free tibet.mp3",147.37,359.53
"/Users/nicholasbennett/Music/DJ Collection/Big Daddy Deja - Ride it (FendiDa Rappa & Lil Sammy Remix).mp3",87.10,212.98
"/Users/nicholasbennett/Music/DJ Collection/Pj - Everything In Its Right Place (House).mp3",270.48,156.77
"/Users/nicholasbennett/Music/DJ Collection/1tbsp - No Nein.mp3",587.69,151.27
"/Users/nicholasbennett/Music/DJ Collection/Oveous - Queimar.mp3",121.37,388.03
"/Users/nicholasbennett/Music/DJ Collection/Mall Grab - Love Reigns.mp3",288.90,294.18
"/Users/nicholasbennett/Music/DJ Collection/FendiDa Rappa - Juke Song.mp3",547.43,249.08
"/Users/nicholasbennett/Music/DJ Collection/Mello Will - It-'s Already Mine.mp3",213.87,151.46
"/Users/nicholasbennett/Music/DJ Collection/Jam City - Magnetic.mp3",273.89,201.00
"/Users/nicholasbennett/Music/DJ Collection/Tom Santa - We Don-'t Ever Stop.mp3",575.71,160.64
"/Users/nicholasbennett/Music/DJ Collection/MCR-T - DJ on ur face.mp3",311.52,227.45
"/Users/nicholasbennett/Music/DJ Collection/Mello Will - I Get Paid Every Day (Money Mantra Whisper Song).mp3",8.47,60.06
"/Users/nicholasbennett/Music/DJ Collection/Deee-Lite - What Is Love.mp3",215.79,228.68
"/Users/nicholasbennett/Music/DJ Collection/Khari Mateen - First Moment.mp3",47.22,61.40
"/Users/nicholasbennett/Music/DJ Collection/Facesoul - All I Need.mp3",255.96,196.59
"/Users/nicholasbennett/Music/DJ Collection/K-Lone - Strawberries.mp3",164.47,270.21
"/Users/nicholasbennett/Music/DJ Collection/OSHUN - 100k.mp3",362.58,218.57
"/Users/nicholasbennett/Music/DJ Collection/Raumskaya - Let You Know.mp3",147.51,255.22
"/Users/nicholasbennett/Music/DJ Collection/Barry Can’t Swim - Sunsleeper.mp3",206.48,222.18
"/Users/nicholasbennett/Music/DJ Collection/air horn (club sample).mp3",2.70,1.83
"/Users/nicholasbennett/Music/DJ Collection/Ziahfyah - Beethoven.mp3",636.91,116.80
"/Users/nicholasbennett/Music/DJ Collection/JID - Surround Sound.mp3",398.18,229.94
"/Users/nicholasbennett/Music/DJ Collection/SIKOTI - You Can-'t Hide.mp3",565.78,286.10
"/Users/nicholasbennett/Music/DJ Collection/Fred again.. - adore u.mp3",169.73,220.65
"/Users/nicholasbennett/Music/DJ Collection/Funk Assault - Screenshot of Compliment.mp3",310.26,311.67
"/Users/nicholasbennett/Music/DJ Collection/salute - Therapy.mp3",250.87,234.47
"/Users/nicholasbennett/Music/DJ Collection/The Weeknd - Often.mp3",196.82,249.04
"/Users/nicholasbennett/Music/DJ Collection/BUNT. - Clouds.mp3",248.13,158.76
"/Users/nicholasbennett/Music/DJ Collection/Chulimane - Guarra.mp3",1145.63,74.76
"/Users/nicholasbennett/Music/DJ Collection/DemoTapes - hold on.mp3",638.82,121.79
"/Users/nicholasbennett/Music/DJ Collection/Blue Hawaii - I Felt Love (Salzbauer Rave Edit).mp3",365.53,279.49
"/Users/nicholasbennett/Music/DJ Collection/Drake - On BS.mp3",410.50,261.54
"/Users/nicholasbennett/Music/DJ Collection/In Explosions - drop kick.mp3",305.11,160.94
"/Users/nicholasbennett/Music/DJ Collection/Jensen Interceptor - Boy U Nasty.mp3",307.71,332.05
"/Users/nicholasbennett/Music/DJ Collection/Too Many Man (dokku remix).mp3",128.28,263.11
"/Users/nicholasbennett/Music/DJ Collection/Stan Christ - Laughter.mp3",356.90,371.20
"/Users/nicholasbennett/Music/DJ Collection/DJ Sliink - Football Anthem.mp3",2027.99,76.80
"/Users/nicholasbennett/Music/DJ Collection/Partiboi69 - Jerk It.mp3",234.29,225.69
"/Users/nicholasbennett/Music/DJ Collection/Afriquoi - Acid Attack.mp3",115.82,322.60
"/Users/nicholasbennett/Music/DJ Collection/Partiboi69 - Havoc.mp3",131.34,257.33
"/Users/nicholasbennett/Music/DJ Collection/Lokane - Bomba.mp3",312.34,276.59
"/Users/nicholasbennett/Music/DJ Collection/Nia Archives - Crowded Roomz.mp3",184.58,172.39
"/Users/nicholasbennett/Music/DJ Collection/MikeOnaBeat - Boys A Liar.mp3",1379.62,93.70
"/Users/nicholasbennett/Music/DJ Collection/Traps N Trees - Flo Milli - Never Lose Me (Traps N Trees Remix).mp3",654.17,151.58
"/Users/nicholasbennett/Music/DJ Collection/Dj Guy - Freak it all Night.mp3",120.77,240.00
"/Users/nicholasbennett/Music/DJ Collection/it-'s murph - Food for the Soul.mp3",133.55,210.56
"/Users/nicholasbennett/Music/DJ Collection/Fetish - Alone.mp3",457.10,205.71
"/Users/nicholasbennett/Music/DJ Collection/Electric Mantis - Flips and Flops, Drips and Drops.mp3",255.71,216.01
"/Users/nicholasbennett/Music/DJ Collection/Border One - Radiant.mp3",364.87,308.69
"/Users/nicholasbennett/Music/DJ Collection/Funk Assault - Signing Your Own Post.mp3",555.04,320.00
"/Users/nicholasbennett/Music/DJ Collection/Jazzy Rockstarrr - Life Like GTA.mp3",469.60,80.04
"/Users/nicholasbennett/Music/DJ Collection/Lilly Palmer - My Fantasy.mp3",683.83,179.13
"/Users/nicholasbennett/Music/DJ Collection/Bjarki - Rave Daddy.mp3",698.32,270.50
"/Users/nicholasbennett/Music/DJ Collection/Sammy Virji - Blue Roll.mp3",236.26,335.00
"/Users/nicholasbennett/Music/DJ Collection/Peachkka - Dark Feminine.mp3",278.68,179.80
"/Users/nicholasbennett/Music/DJ Collection/Bad Boombox - WYA.mp3",376.11,260.92
"/Users/nicholasbennett/Music/DJ Collection/okgiorgio - okok.mp3",172.28,210.48
"/Users/nicholasbennett/Music/DJ Collection/Isaiah - The Blue.mp3",275.38,330.15
"/Users/nicholasbennett/Music/DJ Collection/Casper McFadden - Hardcore can-'t die!.mp3",133.38,132.25
"/Users/nicholasbennett/Music/DJ Collection/Amadeezy - Yungboy Stop Flexin.mp3",146.67,354.07
"/Users/nicholasbennett/Music/DJ Collection/666uba - Jit Bit.exe.mp3",188.80,216.00
"/Users/nicholasbennett/Music/DJ Collection/Crystal Waters - 100 Pure Love.mp3",74.12,278.63
"/Users/nicholasbennett/Music/DJ Collection/Nikitch - Wonda.mp3",298.06,167.69
